log2FoldChange	ENTREZID	SYMBOL
-0.479087863261186	3275	PRMT2
-0.356080402429753	3703	STT3A
-0.372872342101576	79876	UBA5
0.37492620778443	11073	TOPBP1
-0.427244936768365	23174	ZCCHC14
-0.385922882299681	6601	SMARCC2
1.64709674194931	286	ANK1
1.18753383176755	3241	HPCAL1
0.878771312086467	79723	SUV39H2
0.611566319809464	54861	SNRK
-0.31928058297773	476	ATP1A1
1.73831752941159	8338	HIST2H2AC
0.474106465654056	8453	CUL2
0.697196578116483	27085	MTBP
-0.598243039032994	5067	CNTN3
0.530058161448681	2331	FMOD
-0.740456580819276	80727	TTYH3
-0.577158225673271	6996	TDG
-0.497855907810832	9475	ROCK2
-1.58249952150896	23767	FLRT3
-0.289567356607792	5813	PURA
-0.879414427808968	283310	OTOGL
-0.548646165536445	4211	MEIS1
2.1334367958681	84879	MFSD2A
-0.603896220867185	140609	NEK7
-1.2118113191701	10365	KLF2
1.02014732777948	84171	LOXL4
-0.210386057072452	334	APLP2
-0.93324240628187	23357	ANGEL1
-0.436549374452125	4052	LTBP1
0.429557956385661	5691	PSMB3
0.591245741568166	55088	CCDC186
0.395241063100012	207	AKT1
0.764092301823026	4907	NT5E
-2.5755325729338	11075	STMN2
0.468835280417598	50640	PNPLA8
-1.85107057810283	51062	ATL1
-0.634023207046979	85377	MICALL1
-0.413090091882543	79567	FAM65A
0.395572409965928	9100	USP10
-1.21636040863638	51166	AADAT
-0.940977913196946	9463	PICK1
-1.47172467676068	8492	PRSS12
0.645087866352816	22821	RASA3
-0.783811626752071	2952	GSTT1
-0.94514483023751	8790	FPGT
0.862651676174107	1051	CEBPB
-0.496601450242423	55596	ZCCHC8
0.393545056400109	8664	EIF3D
-0.833401764398765	7042	TGFB2
0.48783639859354	83540	NUF2
-1.24297448801543	130497	OSR1
-0.576295797729256	5980	REV3L
0.879731014268642	4296	MAP3K11
-3.17374799749166	83851	SYT16
-0.698030107179275	153572	IRX2
-0.396493381878092	6734	SRPRA
-0.457318840827624	22902	RUFY3
0.620462720540779	5519	PPP2R1B
-0.733526167722091	29780	PARVB
2.01905365871821	55521	TRIM36
-0.601530320422221	259266	ASPM
0.631995474657875	25920	NELFB
0.889862982265439	6118	RPA2
1.34828417843593	345462	ZNF879
3.73823005914045	730249	ACOD1
1.02739489887223	63967	CLSPN
0.84477813534025	23362	PSD3
-1.29276910138634	196740	VSTM4
1.29485536853233	694	BTG1
-0.312490997620214	54890	ALKBH5
-0.540307211602579	7389	UROD
0.309220863784541	7030	TFE3
-0.942554829752911	2948	GSTM4
-0.484606532510398	55366	LGR4
-0.682043280270389	23030	KDM4B
-0.464282408608341	51606	ATP6V1H
1.68434636352605	8111	GPR68
1.63785849996737	160857	CCDC122
0.623024379264178	55248	TMEM206
0.507804100372744	348995	NUP43
0.561881992781546	10440	TIMM17A
0.324961306200502	11052	CPSF6
-0.306033003203762	160	AP2A1
-1.31375232403125	344387	CDKL4
-0.563751928427553	55212	BBS7
1.44543694087482	51741	WWOX
3.41903199159054	9450	LY86
-0.648081632718049	7059	THBS3
-1.33791334578604	3398	ID2
0.805613447289294	3631	INPP4A
-2.14724091303303	1028	CDKN1C
-0.306007779411989	51094	ADIPOR1
-0.569646516076498	55676	SLC30A6
0.324789045215614	51493	RTCB
-0.457683296388048	5217	PFN2
-1.35584815504535	1952	CELSR2
1.19486605504021	55748	CNDP2
-0.26203060595807	9813	EFCAB14
0.489796198364731	516	ATP5G1
0.30177936530293	80762	NDFIP1
-0.549015077293199	6567	SLC16A2
0.905957924154421	11065	UBE2C
-1.24651873925925	80823	BHLHB9
0.353065695781291	7533	YWHAH
0.530325473124361	51075	TMX2
0.484742694106765	57621	ZBTB2
-0.495242183714025	55239	OGFOD1
-0.603087704553102	1825	DSC3
-1.56877794870554	23426	GRIP1
-0.714543405636556	23314	SATB2
0.723597709272481	9658	ZNF516
0.540438030471081	25996	REXO2
0.856362968419031	22879	MON1B
-1.33206000976122	27147	DENND2A
-0.517536641665413	79033	ERI3
-1.45321209911042	11343	MGLL
0.390732883407798	4869	NPM1
-0.982222304576369	25891	PAMR1
-0.446315366096646	23219	FBXO28
-2.360546361285	2977	GUCY1A2
-0.334853359424548	29896	TRA2A
-0.907622821469759	1265	CNN2
-0.85485097519058	54970	TTC12
0.897705097043046	7295	TXN
0.96889287672977	3690	ITGB3
-0.337949208899486	9107	MTMR6
0.454535826737839	9945	GFPT2
-0.379629139721341	79699	ZYG11B
0.627646900783079	51154	MRTO4
-1.14174398874499	64172	OSGEPL1
-0.24492189744977	6500	SKP1
0.53688153002328	4800	NFYA
0.436179692221503	54487	DGCR8
0.608620639417658	55165	CEP55
0.752013576042266	1294	COL7A1
1.69979554292947	25841	ABTB2
-0.442136428057925	55346	TCP11L1
-0.701191131733638	23240	KIAA0922
0.991097223511591	8284	KDM5D
1.07810446731581	342184	FMN1
-0.68184095831388	2487	FRZB
-3.23802565544658	2852	GPER1
0.573297727280189	23067	SETD1B
1.31083497297577	10402	ST3GAL6
-1.02546355395309	29763	PACSIN3
3.35277334501838	8633	UNC5C
-0.983777616390185	57560	IFT80
0.301837518458586	51699	VPS29
0.539481680501662	25941	TPGS2
-0.551423679197783	51310	SLC22A17
0.622384958252248	129401	NUP35
-0.745312763981269	53942	CNTN5
-0.352167119040775	8455	ATRN
-2.19874466415077	23639	LRRC6
-1.06032261008735	51616	TAF9B
0.284131125801606	6421	SFPQ
-2.92973775750299	3426	CFI
-0.358099006600089	23259	DDHD2
-2.51803830545711	220164	DOK6
-0.872672664134849	26061	HACL1
-0.406356376426065	8533	COPS3
1.04069620182106	8091	HMGA2
-2.49612140746344	100129550	LOC100129550
1.16413202234797	29116	MYLIP
0.358426106608371	54737	MPHOSPH8
0.43973396716045	2773	GNAI3
-0.408522543239417	55207	ARL8B
0.294024394170725	64834	ELOVL1
0.504979119078459	79134	TMEM185B
-0.330369116711616	4150	MAZ
0.514923890384752	81873	ARPC5L
3.33729051980499	6349, 414062	CCL3L1, CCL3L3
0.402173128195474	9733	SART3
-0.254596898334886	8720	MBTPS1
0.785002165986733	3551	IKBKB
0.68498940246665	8974	P4HA2
-0.618704868485625	3925	STMN1
-2.46195136170083	1759	DNM1
-0.803627032750552	79633	FAT4
-0.59963933964625	7001	PRDX2
0.376193713839924	57695	USP37
-0.360832280761996	11188	NISCH
-1.79232793511931	10203	CALCRL
-0.410024553402488	92703, 653659	TMEM183A, TMEM183B
-0.413588035134052	9341	VAMP3
0.255330329478854	9416	DDX23
-0.730275729329513	171220	DSTNP2
-0.31954546667063	6654	SOS1
0.345985473859474	7156	TOP3A
0.735206185141653	10884	MRPS30
-0.404784007570823	55759	WDR12
0.391010470690054	5501	PPP1CC
-0.36829789168936	9126	SMC3
-1.13497482360899	2850	GPR27
-1.11248785375916	221336	BEND6
-0.842845070034774	91147	TMEM67
-0.672391667808281	6535	SLC6A8
0.636018104605836	26005	C2CD3
0.395474788337644	5917	RARS
-0.605933970531583	23523	CABIN1
0.679207674146571	25983	NGDN
0.887107618467512	1466	CSRP2
0.405524395332143	27249	MMADHC
-0.493487929134274	92597	MOB1B
0.431042088562768	28232	SLCO3A1
-0.593225307261975	2072	ERCC4
0.760682776874411	11186	RASSF1
-0.688968914546896	55002	TMCO3
-1.44190596512603	129303	TMEM150A
0.396084630014473	55233	MOB1A
0.578451656204786	411	ARSB
-1.37191742595417	80298	MTERF2
0.856483680560776	51063	CALHM2
-0.291040573645054	26046	LTN1
-0.315052256617395	9779	TBC1D5
-0.435776890574798	8411	EEA1
0.373022127770568	6613	SUMO2
0.603612871704666	79071	ELOVL6
-0.274628145907452	25962	KIAA1429
-0.733718965283611	142940	TRUB1
-0.480969400063005	80256	FAM214B
0.490596412323048	84081	NSRP1
-0.579830298941067	9924	PAN2
0.451930102954541	9650	MTFR1
0.45016870777751	4430	MYO1B
3.07568122035179	1608	DGKG
-0.514571241420119	4209	MEF2D
-0.839651170355368	23135	KDM6B
0.621554337071477	257397	TAB3
3.37636550566405	201181	ZNF385C
0.336272748024032	54617	INO80
-0.410101391594895	64682	ANAPC1
0.428134470472579	23511	NUP188
-0.421573850856046	5576	PRKAR2A
-0.607563664701152	153241	CEP120
0.290384688975637	5876	RABGGTB
0.416847551927823	9448	MAP4K4
0.390931077194911	8507	ENC1
-0.32189676598776	10979	FERMT2
0.315604613723494	55054	ATG16L1
2.44572767742174	10723	SLC12A7
0.373977748883569	6888	TALDO1
-0.666026495735097	55251	PCMTD2
1.02942815503604	3214	HOXB4
-0.532273998592731	404636	FAM45A
-0.63900202676669	23348	DOCK9
-0.667232193777934	84084, 150786	RAB6C, WTH3DI
-0.760827159424597	252995	FNDC5
-0.757143574442369	57698	SHTN1
-2.71585133809234	51302	CYP39A1
0.961359364408437	7404	UTY
-1.89536308227372	9595	CYTIP
0.87932600756473	80347	COASY
0.858691569642541	253430	IPMK
0.940957017860381	122769	LRR1
0.442787465465992	127933	UHMK1
0.936992844413674	131583	FAM43A
-0.352498271328517	5305	PIP4K2A
-0.440407192930325	84640	USP38
-0.550815878805298	80829	ZFP91
-1.27829529107125	51626	DYNC2LI1
0.62037976478156	200186	CRTC2
0.475667640693111	7884	SLBP
1.18954809923087	51231	VRK3
0.493176353804966	84870	RSPO3
-0.359233588099225	4130	MAP1A
-0.403283851460452	9685	CLINT1
-0.683599896916244	163486	DENND1B
-0.271305523913538	9354	UBE4A
0.502169455064191	9110	MTMR4
1.69379416007155	80150	ASRGL1
1.9485313560506	6662	SOX9
0.27248501923127	8667	EIF3H
-1.36607409406418	64847	SPATA20
-0.931450478988644	8975	USP13
-0.264559824911981	115426	UHRF2
-0.421202218546375	8945	BTRC
0.521031575136158	27242	TNFRSF21
1.77872208961348	91133	L3MBTL4
1.88613389775177	2674	GFRA1
-0.493309755156922	79887	PLBD1
1.04597464440995	4793	NFKBIB
-0.63158825381675	57496	MKL2
-0.278353754839312	10254	STAM2
0.324883650497318	1514	CTSL
-2.87615255469884	389432	SAMD5
-1.14161922216778	2824	GPM6B
0.547052858258261	51510	CHMP5
0.826089803685608	4214	MAP3K1
0.439485238880612	9410	SNRNP40
-0.884367382087924	114884	OSBPL10
-0.595694284032652	5565	PRKAB2
0.595130667311866	7818	DAP3
2.62606575496076	54502	RBM47
0.765194867946289	2550	GABBR1
0.318427659134966	10960	LMAN2
0.353425336769071	2	A2M
0.254704319026754	23061	TBC1D9B
-0.372072155675602	7011	TEP1
-0.398604628436569	23331	TTC28
-0.627247906402998	2054	STX2
3.40944475615896	125111	GJD3
-0.25040280269053	16	AARS
-0.683269871269247	5916	RARG
0.493509209733361	1445	CSK
-1.82215081691321	254228	FAM26E
-0.595624326488278	9811	CTIF
-2.22848000662677	8735	MYH13
-1.22415850294602	23559	WBP1
-0.802505355329468	221294	NT5DC1
-0.201969666964268	4134	MAP4
0.887466889061549	84296	GINS4
-1.7691440925317	5354	PLP1
1.71603158866664	3142	HLX
-1.70434383819668	51804	SIX4
2.00040092998912	5317	PKP1
-1.23753943193127	26123	TCTN3
1.20602355725492	8499	PPFIA2
-0.415464742177305	6525	SMTN
0.868072503426787	116113	FOXP4
-0.787073196719677	23558	WBP2
0.338503785599537	23405	DICER1
-1.08668357942614	148268	ZNF570
0.703333518522174	167681	PRSS35
-0.639160878535357	222484	LNX2
-1.74817513929176	23671	TMEFF2
2.06829787357408	140894	CNBD2
-1.26926207204907	7068	THRB
-1.24260043047178	2306	FOXD2
-0.799743428367273	7286	TUFT1
-0.407736803096312	1729	DIAPH1
-1.49383003405323	1601	DAB2
0.29742283304028	54732	TMED9
-1.28686225855834	285315	C3orf33
-2.13307817462458	11069	RAPGEF4
-0.398416537313286	64921	CASD1
-1.04875822088968	114299	PALM2
-0.622963881853675	132430	PABPC4L
0.312691192697907	8560	DEGS1
-0.314748765288855	88455	ANKRD13A
-2.73052906561401	2254	FGF9
0.700996834105685	115123	MARCH3
-1.11915561247465	6382	SDC1
-0.268234650693684	23041	MON2
2.49669366766707	54897	CASZ1
0.686352907131249	25	ABL1
2.35217704257789	6403	SELP
-0.528575977130328	84255	SLC37A3
-1.03036197780897	64748	PLPPR2
-0.67178700719012	50717	DCAF8
-0.393090576081392	4763	NF1
-0.741980290682749	10712	FAM189B
0.211037345143078	23392	KIAA0368
-0.595961945898556	25913	POT1
3.34509982393809	55509	BATF3
-0.708648812429049	3987	LIMS1
-1.14463518551304	57124	CD248
-0.470045773981628	23530	NNT
-1.52231982745255	7562	ZNF708
-0.340905290515251	6134	RPL10
-0.641526200429172	55679	LIMS2
0.313466378996284	529	ATP6V1E1
-2.16384123573219	2890	GRIA1
-0.763674921111816	84750	FUT10
-0.353622026826315	1176	AP3S1
-0.507672807225344	58485	TRAPPC1
1.25490562528719	2710	GK
-2.63548275633536	1768	DNAH6
0.84317006770177	121274	ZNF641
-0.451933170661355	120103	SLC36A4
0.844928316012674	55229	PANK4
-0.579302294298743	317662	FAM149B1
-1.59862408635742	1951	CELSR3
-0.847944582790536	51367	POP5
-0.507220223768124	5526	PPP2R5B
0.875325442313726	51053	GMNN
0.788942051871871	85301	COL27A1
0.649700076786212	3099	HK2
-0.479672914840305	6477	SIAH1
-0.614336513252067	84191	FAM96A
-0.470605273597064	91408	BTF3L4
-0.700426516033741	165215	FAM171B
0.587506971944081	79968	WDR76
-0.660555974092619	79837	PIP4K2C
-0.498994724651907	7408	VASP
-0.706974310245386	128387	TATDN3
0.699883466198078	83641	FAM107B
-0.398779699174876	10498	CARM1
-0.624893074458681	84749	USP30
-1.60964563678226	10290, 100996693	SPEG, LOC100996693
-0.614856997347635	6478	SIAH2
-0.358087174815305	79770	TXNDC15
-0.579449738964096	23256	SCFD1
-0.501529697719316	2879	GPX4
-0.37342237031823	57130	ATP13A1
-1.29469614921495	1767	DNAH5
-0.464420651219243	11337	GABARAP
-0.699237920865939	11107	PRDM5
0.308322679214246	2618	GART
0.917535413850392	4179	CD46
-0.406755129553433	51319	RSRC1
-0.324301898237167	7003	TEAD1
-0.315876740841543	55751	TMEM184C
-1.38749097460505	389119	FAM212A
0.30369315716549	6727	SRP14
0.845155344551767	57718	PPP4R4
0.298813539976119	10527	IPO7
2.50494907874501	84875	PARP10
-0.282990835151168	205564	SENP5
-0.914249740580075	197258	FUK
0.485892738567534	84061	MAGT1
-0.519234165661073	23254	KAZN
-1.194502134326	79828	METTL8
-2.46560832303936	7079	TIMP4
-0.353520769983968	5528	PPP2R5D
0.620594353500667	10921	RNPS1
-1.82122952143731	26508	HEYL
-0.756799471328893	113612	CYP2U1
0.470776298318023	6095	RORA
0.369660187483734	55741	EDEM2
-0.468712124206139	29969	MDFIC
-0.32822943794719	8723	SNX4
0.373041791814365	55813	UTP6
-0.612765170290217	1404	HAPLN1
-0.410295206043013	9784	SNX17
-1.5382383468246	202333	CMYA5
0.311548802754112	7171	TPM4
-0.551422038335121	137392	FAM92A1
-1.10194325628022	8831	SYNGAP1
0.241834866768597	5033	P4HA1
-0.953302608267999	729603	LOC729603
-0.445173845595933	9423	NTN1
0.390996337128386	64429	ZDHHC6
-0.516355054437324	11030	RBPMS
0.432268446845319	51571	FAM49B
0.269232069463105	7009	TMBIM6
-1.15702624941749	5308	PITX2
-0.442674706322952	5738	PTGFRN
0.69743701515044	23102	TBC1D2B
0.603483884988077	283635, 101927178	FAM177A1, LOC101927178
-0.400272848936228	55758	RCOR3
2.81044663391193	11095	ADAMTS8
0.313917011352157	7334	UBE2N
0.462704208780118	64318	NOC3L
0.233937397167812	25921	ZDHHC5
-1.45227069360689	1545	CYP1B1
-0.566879046625797	57107	PDSS2
-0.935636744050177	122773	KLHDC1
-0.610973811415325	79786	KLHL36
0.540082673940835	3727	JUND
1.80294596935842	30819	KCNIP2
-0.22940085737576	5048	PAFAH1B1
0.76178893384434	6628	SNRPB
0.4330095561608	79039	DDX54
-0.795940875666128	126129	CPT1C
0.344946862154197	7324	UBE2E1
-0.501156717237583	196528	ARID2
0.312357028211911	51400	PPME1
-0.580419851439882	5188	GATB
1.90142839625484	387763	C11orf96
3.02692123545036	56833	SLAMF8
-1.38009683849732	29965	CDIP1
-1.11701737186675	26610	ELP4
-0.271492788164356	23271	CAMSAP2
-0.663495594196857	64423	INF2
0.588353283724238	56829	ZC3HAV1
0.950492648092467	2313	FLI1
-0.55460130961628	5141	PDE4A
2.28577393701068	440193	CCDC88C
-0.474781320985724	5151	PDE8A
0.369737430094152	23295	MGRN1
0.477879756566538	27309	ZNF330
-0.597237686310537	84858	ZNF503
0.727533016205723	56927	GPR108
-0.446049026098244	166929	SGMS2
0.422194415704115	51637	C14orf166
2.08502140586052	3236	HOXD10
0.816853591582486	284098	PIGW
-0.348098953494167	10401	PIAS3
-1.08920434084639	339965	CCDC158
-0.457856071942378	26263	FBXO22
2.17772122776614	834	CASP1
-1.78487728022352	22854	NTNG1
-0.435564002008348	4942	OAT
2.15644432174175	6480	ST6GAL1
-1.41696407186923	79783	SUGCT
-0.522396216250379	2218	FKTN
0.519685114674927	54545	MTMR12
0.448615170713725	8602	NOP14
0.635991070971289	5156	PDGFRA
3.08708631185251	340784	HMX3
-0.507574354012162	85453	TSPYL5
-1.15695971817477	1955	MEGF9
-0.70412821343805	3234	HOXD8
-1.92138891976014	144535	CFAP54
-0.575316007904253	57679	ALS2
-0.456612256247655	10228	STX6
0.727296873589341	79441	HAUS3
-0.528388780219247	55294	FBXW7
0.358555839947739	10956	OS9
-0.481471453997417	9960	USP3
-1.60742725582008	84650	EBPL
0.651982142872294	122830	NAA30
-1.1541606788693	89845	ABCC10
-1.24379457445134	57669	EPB41L5
0.283921127522261	11325	DDX42
-1.56480116396689	80313	LRRC27
-0.286459329868018	2932	GSK3B
0.430994558100095	598	BCL2L1
0.903136787949004	6861	SYT5
-0.752070519365241	57452	GALNT16
-0.706688174991384	256987	SERINC5
0.421815523976137	8498	RANBP3
-0.793786301672834	7223	TRPC4
-0.304786062520864	57614	KIAA1468
0.827369045720477	57587	CFAP97
-0.642839363691288	23446	SLC44A1
-0.292829651186992	27332	ZNF638
-0.664971559503101	55617	TASP1
0.924344731528869	8878	SQSTM1
-1.73092045164855	84900	RNFT2
-0.463036295282433	50804	MYEF2
1.47913021890738	4259	MGST3
0.957073776043862	25798	BRI3
0.587622953654331	55143	CDCA8
0.496259720431909	28511	NKIRAS2
3.08760217621847	93010	B3GNT7
0.845463420144769	2791	GNG11
0.286477923247019	9375	TM9SF2
-1.55830715186055	84189	SLITRK6
-0.407808775935977	4140	MARK3
-0.781846724229581	84276	NICN1
0.932384342201593	23175	LPIN1
1.67968540390053	116372	LYPD1
-0.33658519359629	9043	SPAG9
-0.783915477541949	201965	RWDD4
-0.401742681627935	3845	KRAS
-0.463710430110316	60496	AASDHPPT
0.630999529643045	6634	SNRPD3
0.413997974200683	171017	ZNF384
-0.802527638237572	126308	MOB3A
-0.452493932681257	58486	ZBED5
-0.387717568147336	2110	ETFDH
-0.573129857695364	4000	LMNA
-0.418580405888938	85440	DOCK7
0.425169849269883	24144	TFIP11
-0.360405672038987	205717	USF3
-0.270732354592568	26057	ANKRD17
1.8374393619474	219736	STOX1
-1.57809986614791	84206	MEX3B
-0.475027247528566	116151	FAM210B
-0.593823304617278	5205	ATP8B1
-0.413752342438097	2181	ACSL3
1.27306911208297	8522	GAS7
-0.856702423174563	399664	MEX3D
1.5227751958919	8529	CYP4F2
0.221542500170146	7415	VCP
-0.282416501946626	8881	CDC16
-0.258876394937248	989	SEPT7
-0.373926993682352	89910	UBE3B
-0.392516200089473	9653	HS2ST1
0.483902190539583	54892	NCAPG2
-0.917275470034722	404672	GTF2H5
0.402784739589613	6732	SRPK1
0.640401586543379	91526	ANKRD44
0.490007041123713	118424	UBE2J2
-0.463907431530548	54764	ZRANB1
-0.664835491839388	2149	F2R
0.610245569181345	54663	WDR74
0.68110443020843	1647	GADD45A
0.510911995068612	636	BICD1
-0.486368542765635	84267	C9orf64
0.903799499472409	10898	CPSF4
-0.608910812240549	374986	FAM73A
-0.518714478626774	51528	JKAMP
-1.15470149519604	286144	TRIQK
-0.662810055581776	2222	FDFT1
-0.626754027785331	80095	ZNF606
0.360002293365311	27000	DNAJC2
0.812859524927251	29778	MAP2K1P1
1.15852204715429	2288	FKBP4
-0.260479963918867	23509	POFUT1
0.436225346221591	84932	RAB2B
0.35655378313157	23476	BRD4
-0.330506229925253	10818	FRS2
0.728372656279119	26277	TINF2
-0.857428363203451	145282	MIPOL1
-0.673056996088703	55954	ZMAT5
0.409114848518617	10488	CREB3
-0.33583596112316	2186	BPTF
-0.864720977054706	2013	EMP2
0.513341298965714	10296	MAEA
-0.554849216679851	208	AKT2
0.783700699760561	285440	CYP4V2
0.406823094452645	545	ATR
0.649114911275381	1537	CYC1
2.31409847679821	8537	BCAS1
-0.808974793501299	4133	MAP2
-0.96523469741877	8034	SLC25A16
-0.833830569977679	3355	HTR1F
-0.766140127544375	83693	HSDL1
0.603006798830737	57494	RIMKLB
-0.234740498806583	9584	RBM39
-0.894994502583671	56998	CTNNBIP1
0.769385212123077	219699	UNC5B
-0.670827662494186	92312	MEX3A
-0.242291285754031	26058	GIGYF2
0.547592502445536	254065	BRWD3
-1.6763783920054	222553	SLC35F1
1.47394593692939	624	BDKRB2
0.754653478309402	55201	MAP1S
-0.277538522249372	84188	FAR1
-0.427404860110962	83700	JAM3
0.416901689617199	51602	NOP58
-0.688362329531927	115294	PCMTD1
0.498138175264152	221302	ZUFSP
-0.353391050803928	6400	SEL1L
-0.464417755832215	4643	MYO1E
-0.504552024044226	7436	VLDLR
-0.838142776403062	23321	TRIM2
0.31846333070336	6627	SNRPA1
-2.01076797218378	6332	SCN7A
-0.826180007328856	113026	PLCD3
0.380143323666205	22794	CASC3
1.89315121011041	79864	C11orf63
-2.56621036976635	57156	TMEM63C
-1.59821458702023	23245	ASTN2
-0.583495781692657	84064	HDHD2
0.523104154474645	11021	RAB35
2.07856222955764	140578	CHODL
0.703749769494614	84946	LTV1
3.00226153744394	26157	GIMAP2
-0.647386804521515	1947	EFNB1
-0.422507914241317	23154	NCDN
0.428080743568715	64794	DDX31
-1.1778571874915	220388	CCDC89
-0.388689812963241	7018	TF
-0.368032915070158	10749	KIF1C
0.750322750969312	9212	AURKB
-1.37749898640396	285600	KIAA0825
0.420880176081985	9882	TBC1D4
-0.365041093685769	23390	ZDHHC17
-0.950462325761313	80318	GKAP1
-0.383496999505579	23355	VPS8
1.55639354684707	10417	SPON2
0.363898469158564	10969	EBNA1BP2
0.427066871090879	55756	INTS9
1.2705330999257	51363	CHST15
-0.858192113170516	25850	ZNF345
-1.5469468106772	8193	DPF1
-0.573956688993195	84437	MSANTD4
2.05181249424592	3872	KRT17
0.467924264084213	285527	FRYL
0.600823687325786	5791	PTPRE
0.792159297754859	65991	FUNDC2
-0.856643225416883	26353	HSPB8
-0.473845565672729	81550	TDRD3
0.811357529035653	1163	CKS1B
-1.48417899946646	116535	MRGPRF
-0.564124620395683	1307	COL16A1
0.447853089004605	4092	SMAD7
-2.11212085911335	84249	PSD2
-0.323427850048741	221037	JMJD1C
-0.964384912013141	130026	ICA1L
-0.513029034222953	54802	TRIT1
-0.474064175991269	8464	SUPT3H
0.693489501344836	6790	AURKA
-0.446616899992535	9747	TCAF1
-0.47977840367174	2800	GOLGA1
-1.86066317474988	1607	DGKB
-0.534461814813495	8861	LDB1
0.311519659850244	9686	VGLL4
0.451370517906126	2023	ENO1
0.314715269403448	7468	WHSC1
-2.65167967038734	204962	SLC44A5
0.872790970067684	1622	DBI
-0.603554664740693	23034	SAMD4A
0.562453560855785	51375	SNX7
0.352720076320817	54899	PXK
-0.520804287252544	115207	KCTD12
2.98497030327292	84225	ZMYND15
-0.354524028592148	79158	GNPTAB
0.560584603729816	58515	SELK
0.523084101295143	4016	LOXL1
0.47284118006987	440138	ALG11
0.416597298037231	23264	ZC3H7B
-1.052108100702	55971	BAIAP2L1
1.29466695865766	25840	METTL7A
-1.21498739112364	142679	DUSP19
0.93897802923825	4810	NHS
-0.186391683583962	5066	PAM
0.375702287620734	51006	SLC35C2
-0.537550155948436	256364	EML3
-2.72039955799771	256227	STEAP1B
1.68453358332644	92815	HIST3H2A
0.470293256114179	5531	PPP4C
-0.308572774914907	122786	FRMD6
0.529569641309046	11200	CHEK2
-1.92233294868846	5178	PEG3
-0.274491770082822	2132	EXT2
1.03862166546926	23179	RGL1
-0.55669424439621	84542	KIAA1841
-0.303827253068968	80255	SLC35F5
0.247521216502362	9948	WDR1
0.386577793049844	28964	GIT1
2.47975392337071	83937	RASSF4
-0.41636446363528	63892	THADA
-0.516015971465423	81790	RNF170
-0.780722887312831	83439	TCF7L1
-2.09984064759161	57449	PLEKHG5
-1.29693637482152	55614	KIF16B
0.915083747926369	387758	FIBIN
0.335001385589849	9555	H2AFY
-0.900363192460555	9429	ABCG2
2.87355097914769	2591	GALNT3
-0.693221126556024	57684	ZBTB26
-1.22347051929028	63898	SH2D4A
0.683467133398459	11266	DUSP12
-0.239595262179388	1781	DYNC1I2
0.742673871220665	51256	TBC1D7
-0.542081572235129	8704	B4GALT2
0.95662040652362	4174	MCM5
0.572714962705325	285855	RPL7L1
1.19765393744111	3833	KIFC1
-1.83540704470679	85004	RERG
-0.302897404181349	996	CDC27
0.31510331460857	29127	RACGAP1
-0.43747284969982	23582	CCNDBP1
0.795178712292992	1796	DOK1
-0.722796689689861	51020	HDDC2
-1.17556287709786	8309	ACOX2
-1.35041721306278	1490	CTGF
-0.974450699735306	54566	EPB41L4B
-0.343016101761457	7283	TUBG1
0.667230971137713	146880	LOC146880
1.18173361828161	25805	BAMBI
-0.639327056475181	55715	DOK4
0.60113299326215	10813	UTP14A
-1.09417653528055	3206	HOXA10
0.863439912579742	375444	C5orf34
0.309834305910572	10294	DNAJA2
0.366153870591815	50808	AK3
-0.491376614517345	10360	NPM3
0.301623659411191	5782	PTPN12
-0.294449391165984	57551	TAOK1
-0.367941255296011	8405	SPOP
-0.85964595889408	7084	TK2
1.67020839036328	3455	IFNAR2
0.396277217582823	4927	NUP88
-0.652546086534693	4781	NFIB
0.204811298807832	51520	LARS
-1.12844817390517	79989	TTC26
2.04483173893385	2982	GUCY1A3
-0.450172104556774	8814	CDKL1
-1.96234288331273	10351	ABCA8
0.268282921330852	2767	GNA11
0.330107955222713	826	CAPNS1
-2.5869010966246	115701	ALPK2
0.570682292890432	4067	LYN
-0.932831655793271	4237	MFAP2
-1.15665230855488	100506049	LRRC72
-0.282438866011342	3032	HADHB
-0.795429407220552	4774	NFIA
0.472683442565452	8886	DDX18
-0.296708265859208	151011	SEPT10
0.319188464862366	5701	PSMC2
-1.16060957629375	79192	IRX1
-0.467454357329638	9772	TMEM94
0.808125293104654	8175	SF3A2
0.506039357018649	2296	FOXC1
0.427407075310399	3005	H1F0
-0.517327957549546	147906	DACT3
-0.749337127616638	8508	NIPSNAP1
-0.940221597738951	55227	LRRC1
-0.477569854397614	339745	SPOPL
-0.746568077353745	6253	RTN2
-1.17912109967209	3679	ITGA7
-1.68613654655675	26052	DNM3
0.338544229437613	157769	FAM91A1
-0.449935613655606	6391	SDHC
-0.833805331715442	596	BCL2
0.388655806146674	6432	SRSF7
0.974188148267575	60436	TGIF2
-0.369407122334117	8491	MAP4K3
0.826465854156448	1946	EFNA5
-1.6506845863706	57692	MAGEE1
0.374666565717229	55970	GNG12
-0.473846298777731	55133	SRBD1
0.419883635812486	6223	RPS19
2.23118390587525	134	ADORA1
-0.494463771836714	10609	P3H4
-0.328154369070142	360132	FKBP9P1
-0.395020834081303	4775	NFATC3
-1.62592474736216	90427	BMF
-0.385371822219127	79269	DCAF10
-0.996277376443066	10120	ACTR1B
-0.389952463059074	7182	NR2C2
1.54162490135611	2962	GTF2F1
